deprivation,What is deprivation?,It is a state of complete mental relaxation and rest.,It is the constant desire to have more than you have currently.,It is the act of taking away something from someone,c,"Deprivation is a state during which people lack something, especially adequate food and shelter; deprivation can also describe something being taken away from someone.",0,"destitution, hardship, privation",300
designation,What is a designation for a school?,The number of students attending that school.,The name that identifies the type of school it is,The size of the school building and grounds.,b,"A designation is a name, label, or mark that something is given to identify it.",0,"classification, description, moniker",300
deviate,What happens if you deviate from a path?,You walk away from the path,You stay on the path from start to finish.,You tell somebody about the path.,a,"When someoneï¿½s behavior is deviating, they do things differently by departing or straying from their usual way of acting.",0,"depart, differ, diverge",300
disarray,What is disarray?,It is bookshelf that needs to be dusted.,It is a wide variety of something from which to choose.,It is a state of confusion and disorderliness,c,"When you are in a state of disarray, you are disorganized, disordered, and in a state of confusion.",0,"anarchy, chaos, disharmony",300
discern,What does it mean to discern a bookï¿½s main idea?,You disagree with it strongly.,You figure it out after careful study,You use the same one in your own writing.,b,"When you discern something, you notice, detect, or understand it, often after thinking about it carefully or studying it for some time.  ",0,"anticipate, ascertain, detect",300
discrepancy,What is an example of a discrepancy?,Your teacherï¿½s grades for you that do not match your own numbers,One test grade that is more important than everything else in a class.,Your total grade average that is calculated from all your classes. ,a,"When there is a discrepancy between two sets of data, there is a difference or disagreement among themï¿½despite the fact that they should be the same.",0,"difference, disparity, distinction",300
disdain,"If you feel disdain toward someone, what do you feel?",You feel disgust and a complete lack of respect,You feel jealous and have a desire to be like them. ,You feel frustrated and maybe even a little angry.,a,"You show disdain towards another person when you despise what they do, or you regard them as unworthy of your notice and attention.",0,"antipathy, arrogance, aversion",300
disillusion,What does it mean to disillusion someone?,It means to fool them completely in order to take advantage of them.,It means to give them bad news that will undoubtedly hurt them.,It means to disprove a belief of theirs by providing evidence to the contrary,c,"When you disillusion someone, you show that a belief they hold dear is untrueï¿½thereby disheartening and disappointing them.",0,"disappoint, embitter",300
dispel,What happens when you dispel something?,You get rid of it,You find a way to keep it.,You prove it to be true.,a,"When you dispel a thought from your mind, you cause it to go away or disappear; when you do the same to a crowd, you cause it to scatter into different directions.",0,"allay, chase away, dismiss",300
disposition,How might you describe someoneï¿½s disposition?,They are generally happy and in a good mood,They write books for a livingï¿½and read when they can.,"They are tall, thin, and exercise almost every day.",a,"Your disposition is your personality, the way you tend to react to the various events in your life, and the mood that you generally have.",0,"complexion, frame of mind, habit",300
dissension,What is dissension?,A very disorganized room or space.,A fierce debate among group members,A large decrease in income or earnings.,b,Dissension is a disagreement or difference of opinion among a group of people that can cause conflict.,0,"bickering, controversy, disagreement",300
distortion,What is distortion?,It is adding something to an object to make it look better.,It is fixing something so it works faster and uses less energy.,It is twisting something until it loses its normal shape,c,"When something is subjected to distortion, it is twisted out of shape in some way.",0,"bias, exaggeration, lie",300
distraught,How might a distraught person feel?,They would feel anxious or disturbed about something,They would feel unmotivated to do anything.,They would feel restless and ready to start a task.,a,"If you are distraught about a situation, you are very upset or worried about it.",0,"agitated, anxious, concerned",300
divergent,What happens if two rivers are divergent?,They are flowing in the same direction.,They are joining into one larger river.,They are moving away from each other,c,Divergent opinions differ from each other; divergent paths move apart from one another.,0,"atypical, conflicting, contradictory",300
diversion,What is a diversion?,It a method of staying focused on one thing for a long time.,It is a turning away from an activity because of a distraction,It is a strong dislike of something that most other people like.,b,"When you create a diversion, you cause someone to turn aside momentarily from what they are doing by distracting them.",0,"aberration, departure, detour",300
dominion,What is dominion?,It is an agreed-upon goal among members of a group.,It is a match-up between two teams that are equal in ability.,It is the total power to rule over someone else,c,"When one country has dominion over another, it rules or controls it absolutely.",0,"ascendancy, authorization, bailiwick",300
dormant,What is an example of a dormant animal?,A bear that is hibernating in winter,A bee that is collecting pollen from a flower.,A snake that is shedding its skin in spring.,a,"When something is dormant, it is in a state of sleep or is temporarily not active.",0,"asleep, comatose, inert",300
dreary,What is a dreary day like?,It is rainy and dull and feels like it lasts forever,It is unexpectedly full of exciting good news.,It is exhausting and busy and feels overwhelming.,a,Weather that is dreary tends to be depressing and gloomy; a situation or person that is dreary tends to be boring or uninteresting.,0,"bleak, boring, colorless",300
eclipse,What does it mean to eclipse someone else?,It means to outshine that person in a particular area,It means to intentionally cause them to fail.,It means to learn everything you can from them.,a,"When one person eclipses anotherï¿½s achievements, they surpass or outshine that person in that endeavor.",0,"concealment, darkening, decline",300
ecstatic,How do you feel if you are ecstatic about something?,You feel so happy you are bursting with joy,You feel overwhelmed and pretty nervous about it.,You feel content that you did the best you could.,a,"When you are ecstatic about something, you are overjoyed or extremely happy about it.",0,"crazy, delirious, elated",300
eccentric,"If someone is eccentric, what are they?",They are good at knowing random trivia.,They are seen as a bit strange and different from others,They are likely to live by themselves in a remote place.,b,"If someone is eccentric, they behave in a strange and unusual way that is different from most people.",0,"bizarre, curious, erratic",300
egotistical,How would you describe someone who is egotistical?,They easily confuse fact with fiction.,They love to learn more about other people. ,They only care about themselves,c,An egotistical person thinks about or is concerned with no one else other than themselves.,0,"pompous, self-absorbed, self-centered",300
eloquent,How does someone speak if they are eloquent?,They use as few words as possible to say what they mean.,They speak for a long time and often bore their listeners.,They use expressive language that persuades others to act,c,"When you speak in an eloquent fashion, you speak beautifully in an expressive way that is convincing to an audience.",0,"affecting, ardent, articulate",300
embark,What happens if someone embarks on a journey?,They remember it well.,They reach the end of it.,They are just starting it,c,"When you embark upon a journey, you begin it, such as by boarding a plane or starting to learn something new.",0,"commence, enter, launch",300
emphatic,"If someoneï¿½s speech is emphatic, what is it?",It identifies other peopleï¿½s opinions on the subject.,It is delivered in a strong and forceful way,It is long and confusing with no identifiable main point.,b,"When you make an emphatic declaration, you are insistent and absolute about it.",0,"assertive, categorical, confident",300
encompass,What does it mean if a plan encompasses a companyï¿½s goals?,It includes some but not all of them.,It does not include any of them.,It includes or addresses all of them,c,"When something encompasses something else, it includes all aspects of it or completely surrounds it.",0,"beset, circle, compass",300
enthrall,What does it mean when something enthralls you?,It completely grabs your attention and engages you,It worries you so much that you can think of nothing else.,"It demands all your attention, and you have no time for anything else.",a,"If something enthralls you, it makes you so interested and excited that you give it all your attention.",0,"beguile, bewitch, enchant",300
eradicate,What would happen if cancer were eradicated?,No one would die from cancer anymore because it would be gone completely,More people would understand what causes cancer so rates of it would go down.,More people would be diagnosed with cancer because it would be widespread.,a,"When you eradicate something, you tear it up by the roots or remove it completely.",0,"abolish, annihilate, eliminate",300
excursion,What is an excursion?,It is a large and expensive boat that people live on.,It is a short journey that is usually enjoyable,It is a trip that keeps on getting put off into the future.,b,An excursion is a short trip or outing from which you return home fairly quickly.,0,"cruise, expedition, jaunt",300
expansive,What is something that is expansive?,A very large national forest,An apartment that costs a lot of money.,An extremely important document.,a,Something expansive has a wide scope or is large in area.,0,"extensive, far-reaching, inclusive",300
exuberance,When might you show exuberance?,If you were not looking forward to going somewhere.,If you were very nervous about going somewhere.,If you were very excited about going somewhere,c,"If you show exuberance, you display great excitement, energy, and enthusiasm.",0,"ardor, buoyancy, eagerness",300
facade,What is a facade?,It is a plastic surgeonï¿½s fixing of someoneï¿½s skin after a terrible accident.,It is temporary wall or partition to divide a space.,It is a false appearance or display of emotion,c,A facade is a false outward appearance or way of behaving that hides what someone or something is really like.,0,"color, exterior, front",300
facet,What is a facet of something?,It is the value of it.,It is one part of it,It is the slang term for it.,b,"A facet of something is a side, feature, or aspect of it.",0,"angle, appearance, character",300
fanaticism,What is an example of fanaticism?,David spends half of his weekly allowance and saves the other half.,James spends almost every minute of his day telling people to recycle,Jenny spends fifteen minutes every day cleaning her room.,b,Fanaticism is the condition of being overly enthusiastic or eager about a cause to the point of being extreme and unreasonable about it.,0,"bigotry, extremism, hatred",300
fidelity,Who is showing fidelity?,"Jasmine, who is keeping a promise to you and your company","Mike, who is accusing you of something you didnï¿½t do.","Mrs. Jimenez, who is deciding whether to give your class free time today.",a,"Fidelity towards something, such as a marriage or promise, is faithfulness or loyalty towards it.",0,"devotion, loyalty",300
figurative,When might a writer use words in a figurative way?,They want to convey something beyond the surface meaning of those words,They need to write something that is supported by factual evidence. ,They want to use the simplest words they can to explain something complicated.,a,"If you use words in a figurative way, they have an abstract or symbolic meaning beyond their literal interpretation.",0,"allegorical, descriptive, fanciful",300
flamboyant,"If a performer is described as flamboyant, what are they?",They arenï¿½t very talented and so tend to have small audiences.,They are incredibly talented and worthy of praise.,They are showy and dramatic in their dress and behavior,c,"If someone or something is flamboyant, the former is trying to show off in a way that deliberately attracts attention, and the latter is brightly colored and highly decorated.",0,"bombastic, brilliant, colorful",300
flaunt,What does it mean when a person flaunts something?,They worry about it all the time.,They brag about it all the time,They protect it at all costs.,b,"When someone flaunts their good looks, they show them off or boast about them in a very proud and shameless way.",0,"advertise, brandish, proclaim",300
fluctuate,What happens when something fluctuates?,It remains the same for long periods of time.,It changes a lot while not following any pattern,It slowly gets worse despite attempts to make it better.,b,"Things that fluctuate vary or change often, rising or falling seemingly at random.",0,"oscillate, seesaw, vary",300
formative,What are someoneï¿½s formative years?,The period of time that really shaped who they are now,The period of time after a career when they no longer have to work.,The period of time that prevented them from being successful.,a,Something formative shapes or influences the growth of something else.,0,developmental,300
formulate,What happens when you formulate something?,You plan it carefully by thinking about it ahead of time,You use what you know to make a reasonable guess about it.,You invite other people to join you in fighting against it.,a,"When you formulate a plan of action, you carefully work it out or design it in great detail ahead of time.",0,"codify, define, develop",300
fortification,What is a fortification?,It is a plan that an army has created to attack another army.,It is a new business that will provide jobs to people in a city.,It is a structure used to defend people from a hostile armed force,c,A fortification is a structure or building that is used in defense against an invading army.,0,"barricade, citadel, fortress",300
fossilized,What does it mean if something has become fossilized?,It has become brittle or easily broken if not treated gently.,It has become as hard as rock over a long period of time,It has become smaller and smaller with age and wear.,b,A soft material that becomes hardened into stone over time has become fossilized.,0,"hardened, petrified",300
fruitless,What is a fruitless attempt to earn money?,It is an effort that others think will fail but actually earns you money.,It is a pointless effort that does not earn you any money in the end,It is an effort that has always made you a lot of money in the past.,b,"A fruitless effort at doing something does not bring about a successful result; rather, it has been time spent pointlessly.",0,"abortive, futile, ineffective",300
genre,What is an example of a genre?,A meal with many courses.,A list of items in a store.,A category of films,c,"A genre is a category, type, or class of artistic work.",0,"brand, category, character",300
genteel,How would a genteel person act at a party?,They would be uncomfortable at having to talk to so many people.,They would be outwardly kind but secretly making fun of other guests.,They would be polite to everyone and dress and behave appropriately,c,"A genteel person is well-mannered, has good taste, and is very polite in social situations; a genteel person is often from an upper-class background.",0,"aristocratic, elegant, noble",300
gingerly,"If you handle something gingerly, what are you doing?",You are throwing it to someone else.,You are destroying it or getting rid of it.,You are being very careful with it,c,To handle an object gingerly is to be careful and cautious with it.,1,none,1
gradient,How do you determine the gradient of a hiking trail?,You determine how well or how poorly it is marked.,You figure out how long it takes you to hike to the end of it.,You measure how steep it is going upward or downward,c,"A gradient is an upward or downward slanting slope, the steepness of that slope, or the rate of change of a measured quantity over a given distance.",0,"acclivity, angle, bank",300
grandiose,What is an example of a grandiose celebration?,It is a relatively small and modest event from which everyone leaves satisfied and happy that they went.,"It involves huge amounts of food, expensive decorations, and an impressive guest list","It is needlessly expensive, poorly planned, and ultimately a failed event that few people attend.",b,"When you do something in a grandiose way, it is very showy, impressive, and magnificent.",0,"ambitious, bombastic, flamboyant",300
granule,What is an example of a granule of something?,It is a large air-tight shed used to dry out crops on a farm.,It is one large clump of dust that gathers under a bed over time.,It is a single grain of sand you find on your glasses,c,A granule is a small particle or tiny grain of something.,0,"dirt, earth, grime",300
gregarious,How might someone who is gregarious act at school?,They would try to correctly answer every question in class.,They would sit with and talk to a large group of friends at lunch,They would have trouble staying on task and get in trouble often.,b,"A gregarious person is friendly, highly social, and prefers being with people rather than being alone.",0,"affable, sociable",300
gullible,What might a gullible person do?,They might doubt everything you tell them unless they see it themselves.,They might run away in fear if they ran into a snake on a hiking trail.,They might believe you if you told them you owned a unicorn as a pet,c,A gullible person is easy to trick because they are too trusting of other people.,0,"foolish, unsophisticated, unsuspecting",300
harmonious,"If two people have a harmonious relationship, how would they act?",They would compete with each other in nearly everything they do.,They would spend little time together since they argue a lot.,They would enjoy being together and agree on most things,c,"When two people are in a harmonious state, they are in agreement with each other; when a sound is harmonious, it is pleasant or agreeable to the ear.",0,"amicable, balanced, congenial",300
havoc,"If something has created havoc, what has it done?",It has caused a massive amount of chaos and devastation,It has added an element of fun to a boring or tiring situation.,It has brought hope to a person or place that has faced hardship.,a,"When there is havoc, there is great disorder, widespread destruction, and much confusion.",0,"calamity, cataclysm, catastrophe",300
hindrance,What would you consider a hindrance?,A trailer that you can tow behind your car and use to transport large items.,A backache that prevents you from weeding your garden,An alarm system that makes you feel safer in your home at night.,b,A hindrance is an obstacle or obstruction that gets in your way and prevents you from doing something.,0,"barrier, deterrent, drawback",300
homage,What is an example of something that shows homage?,A polite remark to a stranger who is being kind to you.,A speech recognizing someoneï¿½s remarkable life,A secret message that contains valuable information.,b,"When you pay homage to another person, you show them great admiration or respect; you might even worship them.",0,"allegiance, deference, loyalty",300
homogeneous,What would be considered a homogeneous bunch of flowers?,The bunch consists of different types of flowers all grown in the same region.,The flowers in the bunch are all the same kind and are of a similar color,The bunch contains the ten best-selling types of flowers that people buy during the holidays.,b,The word homogeneous is used to describe a group that has members or parts which are similar or are all of the same type.,0,none,300
hypocritical,What would a hypocritical person do?,They would judge people harshly for making simple mistakes.,They would lecture people about being on time but often show up late,They would be overly sensitive to any critical remark made about them.,b,Someone who is hypocritical pretends to be a person they are not.,0,"deceptive, duplicitous, false",300
hypothetical,What is an example of a hypothetical situation?,"If everyone owned a flying car, we could all get to work much faster","After we open presents, weï¿½ll serve the cake and ice cream.","When the referee blows their whistle, the game will be over.",a,Something that is hypothetical is based on possible situations or events rather than actual ones.,0,"debatable, imaginary, problematic",300
illustrious,What is an example of an illustrious achievement?,A thief steals ten wallets and three purses in one day without getting caught.,A baby takes her first steps while her parents film her doing so.,A doctor is honored after discovering the cure to a deadly disease,c,Someone who has had an illustrious professional career is celebrated and outstanding in their given field of expertise.,0,"distinguished, eminent, esteemed",300
immaculate,"If you have an immaculate house, what is it like?",It is so clean that you could eat off the floors,It is decorated with expensive art and furniture.,It is designed in an unusual way so that it stands out.,a,"Something that is immaculate is very clean, pure, or completely free from error.",0,"bright, exquisite, flawless",300
impediment,What is an impediment?,It is the process by which large things are broken down into smaller ones.,"It is a marked path used to escape a fire, flood, or other disaster.",It is anything that blocks someone or something from moving forward,c,"An impediment is something that blocks or obstructs progress; it can also be a weakness or disorder, such as having difficulty with speaking.",0,"barrier, bottleneck, burden",300
impending,What is an impending event?,A negative event that is going to happen soon,A joyful event that only recently happened.,A planned event that may not happen this year.,a,"An impending event is approaching fast or is about to occur; this word usually has a negative implication, referring to something threatening or harmful coming.",0,"approaching, brewing, imminent",300
impenetrable,"If something is impenetrable, what is it?",It gives off a high-pitched sound that alerts people to danger.,It bends easily so it can be shaped into different objects.,It does not allow anything to pass through it,c,An impenetrable barrier cannot be gotten through by any means; this word can refer to parts of a building such as walls and doorsï¿½or to a problem of some kind that cannot be solved.,0,"bulletproof, impassable, impervious",300
imperative,What is something that is imperative?,It is something that should not be done because it is dangerous.,It is something that has to be done no matter what,It is something that is popular to do at the moment.,b,"When it is imperative that something be done, it is absolutely necessary or very important that it be accomplished.",0,"compulsory, critical, crucial",300
implicit,What is an example of something implicit?,A complicated family situation that requires a lot of discussion to understand.,A rule that your parent has said so many times that it has begun to lack meaning.,A look from your parent that you know means they want you to stop doing something,c,"When something is implicit, it is understood without having to say it.",0,"constant, contained, definite",300
imposition,How might you feel about an imposition?,Sad that someone would say something so mean.,Disappointed that you have more work to do,Happy that your day was made more fun.,b,An imposition is giving someone an additional duty or extra work that is not welcomed by that person.,0,"artifice, cheating, con",300
impoverished,"If a neighborhood is impoverished, what is it?",It is one in which a large number of rich families live.,It is one in which a large number of poor families live,It is one in which a large number of older people live.,b,An impoverished person or nation is very poor and stricken by poverty.,0,"barren, destitute, distressed",300
improvise,What happens when you improvise?,You ask for help with a task that has become too large or difficult to do alone.,You perform something successfully that you have practiced to a large audience.,You quickly decide what to do during some surprising circumstances,c,"When someone improvises, they make something up at once because an unexpected situation has arisen.",0,"ad-lib, brainstorm, concoct",300
impulsive,How does someone act if they are impulsive?,They plan a lot of fun activities to do with family and friends.,They make choices without thinking through all the options first,They take a long time to make even simple decisions.,b,"Someone who is impulsive tends to do things without thinking about them ahead of time; therefore, their actions can be unpredictable.",0,"abrupt, hasty, impetuous",300
inanimate,What is an example of an inanimate object?,A cat snoring softly as he sleeps by a fire.,A bowl of candy sitting on a table,A snail slowly making its way across a sidewalk.,b,"Something inanimate is dead, motionless, or not living; therefore, it does not display the same traits as an active and alive organism.",0,none,300
inaugural,What is the inaugural issue of a magazine?,It is the first issue of that magazine ever published,It is the magazineï¿½s issue that is most talked about by its readers.,It is the last issue of that magazine ever published.,a,"An inaugural event celebrates the beginning of something, such as the term of a president or the beginning of a series of meetings.",0,inauguration,300
incarcerate,"If you incarcerate someone, what do you do?",You accuse them of a crime.,You put them in jail,You ask them a lot of questions.,b,"If you incarcerate someone, you put them in prison or jail.",0,"confine, detain, imprison",300
inconclusive,"If the data from a new study are inconclusive, what does that mean?",They donï¿½t provide clear or definite answers for researchers,They reinforce test data gathered from previous studies.,They are easily interpreted and understood by researchers.,a,"If the results of something are inconclusive, they are uncertain or provide no final answers.",0,"ambiguous, deficient, incomplete",300
indispensable,What is an example of an item that is indispensable?,Medication for your heart that you must take every day,An old mattress that you should probably discard soon.,An umbrella on a day when there is a small chance of rain.,a,An indispensable item is absolutely necessary or essentialï¿½it cannot be done without.,0,"basic, crucial, essential",300
induce,"If you induce anger in someone, what are you doing?",You are doing something to make them angry,You are trying to make them less angry.,You are trying to avoid making them angry.,a,To induce a state is to bring it about; to induce someone to do something is to persuade them to do it.,0,"activate, breed, bring about",300
inference,What is an example of an inference?,"After school today, the teachers have to go to a meeting.","Instead of seeing a movie, the family chose to play a game.","Because it looks polluted, no one should drink the water",c,An inference is a conclusion that is reached using available data.,0,"assumption, conjecture, interpretation",300
infiltrate,What does it mean to infiltrate an organization?,It means to discover that it is working against you.,It means to openly try to negotiate with its members.,It means to secretly enter into it to spy on it,c,"When a spy infiltrates enemy lines, they creep in or penetrate them so as to gather information.",0,"penetrate, permeate, pervade",300
ingenuity,What would someone with ingenuity do?,Fix something using intelligence and imagination,Win a game by breaking the rules and cheating.,Make a decision without thinking it through first.,a,"Ingenuity in solving a problem uses creativity, intelligence, and cleverness.",0,"ability, brilliance, dexterity",300
instigate,"If your brother instigates an argument, what has he done?",He has jumped in the middle of an argument to try to stop it.,He has deliberately tried to start an argument with someone,He has tried to determine who started an argument between two other people.,b,"When you instigate something, you start it or stir it up, usually for the purpose of causing trouble of some kind.",0,"abet, bring about, foment",300
intertwine,What does it mean to intertwine two things?,It means to weave them together,It means to place them near each other.,It means to find the similarities between them.,a,"When you intertwine two things, you twist them together and thereby interconnect them.",0,"convolute, entwine, interlace",300
intricate,"If you have an intricate science project, what do you have?",You have a complicated project that has a lot of different elements,You have an unusual project that stands out from other projects.,You have a common project that many other students have also done.,a,An intricate design or problem can be both complex and filled with elaborate detail.,0,"baroque, complex, convoluted",300
introvert,What would an introvert most enjoy doing?,Spending a quiet evening alone with a good book,Speaking to a large crowd at a fundraising event.,Hosting a backyard party so they can meet new neighbors.,a,"An introvert is someone who primarily prefers being by themselves instead of hanging out with others socially; nevertheless, they still enjoy spending time with friends.",0,"brooder, egoist, egotist",300
irrelevant,What is an irrelevant piece of evidence?,It is the only piece of evidence that relates to a certain investigation.,It is so significant that it changes the course of an investigation.,It does not connect in any way to a current investigation,c,Irrelevant information is unrelated or unconnected to the situation at hand.,0,"extraneous, immaterial, inappropriate",300
laborious,What might be considered a laborious task?,Tasting different cakes to judge which one will win a contest.,Making colorful posters with a friend for an upcoming dance.,Moving large rocks from one end of a field to the other,c,"A laborious job or process takes a long time, requires a lot of effort, and is often boring.",0,"arduous, backbreaking, burdensome",300
lattice,What is an example of a lattice?,A wooden frame made of crisscrossed wooden pieces that has vines growing up it,A number of fabric squares in different patterns than can be sewed together to make a quilt.,A series of evenly spaced wooden or metal steps that allow someone to climb up them.,a,"A lattice is a pattern or structure that has parallel sets of lines of material crossing each other, often at right angles.",0,filigree,300
lavish,"If someoneï¿½s praise is lavish, what is it?",Lighthearted and not meant to be serious.,Quietly given when no one else is around to hear it.,So generous that you may think it is too much,c,"Lavish praise, giving, or a meal is rich, plentiful, or very generous; it can sometimes border on being excessive.",0,"bountiful, effusive, excessive",300
liaison,When would a liaison be needed?,When two groups need someone to help them work together more effectively,When a group needs someone willing to secretly collect information about a rival group.,When a group needs someone who knows how to market a product successfully.,a,Liaison is the cooperation and exchange of information between people or organizations in order to facilitate their joint efforts; this word also refers to a person who coordinates a connection between people or organizations.,0,"communication, contact, intermediary",300
longevity,What does it mean if a book has longevity?,It has been in print and out in the world for a long time,It has many pages and takes a long time to read.,It is large in size and is not easy to carry around.,a,Longevity is having a long life; it can also refer to the life span of a person or object.,0,"durability, endurance",300
ludicrous,"If you think an idea is ludicrous, what do you think it is?",You think it is clearly explained and well thought out. ,"You think it is ridiculously absurd and foolish. 
",You think it is a good idea but not very practical. ,b,"If you describe something as ludicrous, you mean that it is extremely silly, stupid, or just plain ridiculous.",1,"bizarre, comical, crazy",1
luminous,What is something most likely to be described as luminous?,A large building that towers over you.,A full moon that you see on a clear night,A long story that is making you sleepy.,b,"When something is luminous, it is bright and glowing.",0,"brilliant, incandescent, lucid",300
lustrous,What could be described as lustrous?,Someoneï¿½s hair if it has been brushed smooth and is reflecting sunlight,A rare and valuable antique watch that was handmade over a century ago. ,A large mansion decorated with the most expensive furniture and latest appliances.,a,Something that is lustrous shines in a soft and gentle way by reflecting light.,0,"burnished, dazzling, gleaming",300
luxuriant,What is luxuriant hair?,It is healthy and thick,It is thin and falling out.,It is newly cut and stylish.,a,"Something luxuriant, such as plants or hair, is growing well and is very healthy.",0,"lush, opulent, sumptuous",300
malevolent,How would a malevolent person behave?,They would avoid any task that requires a lot of effort.,They would deliberately try to hurt other people,They would do all they could to help a friend.,b,A malevolent person or thing is evil due to deliberate attempts to cause harm.,0,"malicious, malignant, murderous",300
malignant,"If something is malignant, what is it?",It is likely to cause death,It is the first sign of a minor illness.,It is a problem that is easily solved.,a,"A malignant thing or person, such as a tumor or criminal, is deadly or does great harm.",0,"cancerous, deadly, destructive",300
mandate,"If a court judge issues a mandate, what have they done?",They have decided to delay a judgment or postpone a trial. ,They have declared a previous courtï¿½s decision to be unlawful. ,They have formally ordered some action be completed,c,A mandate is an official order or command issued by a government or other authorized body.,0,"authorization, command, decree",300
melancholy,Why might someone be melancholy?,They feel restless while waiting for a long time in a doctorï¿½s office.,They feel worried about an upcoming meeting with a new boss.,They feel unhappy because their best friend has moved away,c,"If you are melancholy, you look and feel sad.",0,"gloomy, grim, mournful",300
memorandum,For what might a memorandum be used?,To remind you of an important due date for a project,To ask what kind of foods you like better than others.,To gather top-secret clues to an international problem.,a,A memorandum is a short note that helps someone remember what theyï¿½ve done or have to do; it can also be a form of communication that gives out information.,0,"announcement, diary, directive",300
mercenary,What does it mean if a person is mercenary?,They share their religious beliefs with others.,They care only about financial gain,They travel to other nations to help those in need.,b,A mercenary person is one whose sole interest is in earning money.,0,"acquisitive, selfish, unscrupulous",300
metaphor,What is a metaphor?,A phrase that uses two words that canï¿½and often doï¿½contradict each other.,A way of describing one thing in terms of another to highlight similarities,The repeated use of the same word or phrase for emphasis in a poem.,b,"A metaphor is a word or phrase that means one thing but is used to describe something else in order to highlight similar qualities; for example, if someone is very brave, you might say that they have the heart of a lion.",0,"analogy, image, symbol",300
metropolitan,What might you find in a metropolitan area?,Rugged mountains that hikers love to visit.,Tall buildings and streets full of cars and people,Large farms surrounding a small town.,b,A metropolitan area contains a very large city.,0,"cosmopolitan, urban, urbane",300
moderation,What is moderation?,Staying so busy that you never find time to relax.,"Maintaining a balance of homework, activities, and fun",Avoiding anything that is challenging or hard.,b,"When you behave with moderation, you live in a balanced and measured way; you do nothing to excess.",0,"calmness, fairness, patience",300
monotonous,What is an example of a monotonous activity?,Assembling a large tent in a horrible storm that takes longer than usual.,Cutting out three thousand paper circles by hand,Painting a bird house on a tall pole in five different colors.,b,A monotonous activity is so repetitious that it quickly becomes boring and dull.,0,"boring, dreary, dull",300
monumental,What is a monumental occurrence?,It is one that is unlikely to be forgotten,It is one that nobody cares about at all.,It is one that happened a long time ago.,a,"A monumental event is very great, impressive, or extremely important in some way.",0,"awesome, enduring, enormous",300
morale,What is morale?,It is the amount of time it takes for a group to complete a task.,It is the message that an author wants to share through a story.,It is the emotional state of a person or group of people,c,"A personï¿½s morale is their current state of self-confidence, how they feel emotionally, and how motivated they are to complete tasks.",0,"attitude, mood, resolve",300
naive,What is something a naive person might do?,Trick someone into giving them some money.,Try to focus on homework despite being tired.,Think that everyone is telling them the truth,c,"If someone is naive, they are too trusting of others; they donï¿½t have enough experience in life to know whom to believe.",0,"ignorant, innocent, simple",300
nocturnal,What would a nocturnal animal do?,It would hunt in the summer months and sleep all winter.,"It would hunt at night and sleep during the day. 
",It would hunt first thing in the morning and relax all day.,b,A nocturnal creature is only active during the night and rests during the day.,0,"nightly, nighttime",300
notorious,When might someone be described as notorious?,Everyone in the country knows the bad things theyï¿½ve done,They have a talent for imitating some well-known people.,Many people begin to buy their art after they have died.,a,A notorious person is well-known by the public at large; they are usually famous for doing something bad.,0,"blatant, flagrant, infamous",300
novice,What does it mean if you are a novice at chess?,You are a really good chess player.,You have just started learning to play chess,You are a fan of people who play chess.,b,"If you are a novice at an activity, you have just begun or started doing it.",0,"beginner, learner, neophyte",300
nurture,What is an example of nurturing someone?,Singing a song with them in a choir.,Making their meals for them,Asking if you can pet their dog.,b,"When you nurture someone, you feed and take care of them.",0,"breeding, care, diet",300
obliterate,"If someone obliterated your cell phone, what happened?",They stole it and are pretending not to know anything about it.,They destroyed it by setting it on fire,They fixed it so that it once again is in working condition.,b,"When you obliterate something, you destroy it to such an extent that there is nothing or very little of it left.",0,"annihilate, black out, eliminate",300
ominous,What does an ominous sign most often mean?,Something unpleasant will soon occur,Someone is planning a big surprise.,The weather is going to change tomorrow.,a,An ominous sign predicts or shows that something bad will happen in the near future.,0,"apocalyptic, dangerous, dark",300
omnipotent,What does it mean to be omnipotent?,It means to have complete power,It means to be extremely wise.,It means to be widespread.,a,An omnipotent being or entity is unlimited in its power.,0,none,300
omniscient,When is someone omniscient?,When they have gathered a lot of academic knowledge.,When they can speak clearly and persuasively.,When they are all-knowing and infinitely wise,c,Someone who is omniscient seems to know absolutely everything.,0,none,300
parable,What is an example of a parable?,A poem that celebrates someoneï¿½s heroic actions.,A simple story about the importance of telling the truth,A long story that explains how something began.,b,A parable is a short story that usually is told to illustrate a moral or lesson of some kind.,0,"fable, tale",300
paradox,What is a paradox?,A short story that is meant to teach a lesson or express a moral.,A singular way of looking at something based on a personï¿½s experience.,A logical statement that is puzzling because it contradicts itself,c,A paradox is a statement that appears to be self-contradictory or unrealistic but may surprisingly express a possible truth.,0,"absurdity, ambiguity, anomaly",300
paramount,"If something is paramount to your success, what is it?",It is more important than your success and will take priority.,It is something that is preventing you from succeeding.,It is the most important thing needed for your success,c,Something that is of paramount importance or significance is chief or supreme in those things.,0,"outstanding, predominant, preeminent",300
paranoia,What is paranoia?,It is an unreasonable suspicion about someone or something,It is an unreasonable view of your own abilities or intelligence.,It is an unreasonable expectation placed on someone else.,a,"If you are afflicted with paranoia, you have extreme distrust of others and feel like they are always out to get you.",1,"insanity, mental disorder, personality disorder",0
